Text,Emotion
think since im compelled act meek asian front kind feel tad inhibited extent cant even,fear
vividly remember feeling offended would even dream thing could choice,anger
feel privileged said privileged,joy
feel weird want make sure feel loved,fear
wouldnt feel uncomfortable wearing work,fear
feel stunned people got big way,surprise
feeling bit disheartened one black belt instructor dojo richard asked let anyone else set destiny,sadness
trying work finding joy simple thing god finding joy obedience even feel joyful way used,joy
saw piano either newer cheaper larger always something missing made feel uncertain buying,fear
feel like become socially acceptable allow traditional view threw bus without fight youll offend someone stand,joy
another reason foreign tourist feel reluctant drive island,fear
wasnt feeling well,joy
kind feel lame still dont regret coming,sadness
feel romantic feeling soul begging god make u ur love ur feeling ur soul wan na hear beat heart u ever u wan na otherwise nothing without u,love
notice worrying push feeling away replace thought something positive remind let go control,joy
feel super behind aspect life need read,joy
start feel become irritated conversing,anger
remember watching feeling devastated sheer familiarity,sadness
really appreciate protectiveness slight jealousy attention make feel valued,joy
feel bit like franz liebkind producer many people know fuhrer terrific dancer,joy
feel violent something today,anger
feel awkward know awkward,sadness
think making feel weepy,sadness
feel like need cry past day relieved could cry much tear today haha,joy
wanted knowing nothing stepped candyland make looking haggard left feeling radiant bag full product course,joy
feel little bit weird,fear
feel damn complacent,joy
guess expectation goddamn perfect made feel afraid change,fear
im happy feeling something last day ive felt pretty,joy
feel happy reason today,joy
feel aconfident heart overcomet god want eager learn,joy
managed whole tuesday eating clean caffeined today feeling rather shaky,fear
feel energetic motivated,joy
feeling quite impatient must hit ad thats internet died vista virus pro started bother,anger
im feeling bitchy hell tonight,anger
started feeling festive little early year,joy
feel like time like thing seem little uncertain thank god small thing,fear
feel lethargic unmotivated needy frustrated,sadness
keen incorporate use recovery tool feel tool useful allowing patient control mental health,joy
feeling rather lonely,sadness
feel breed loneliness discontent onto economy recession stressful money unemployment people wanted know caused recession topic came divorce,sadness
britain louis xvi marie antoinette think perhaps feel loss russia violent entire family comparatively recent,anger
lived lemon bar week weekend ate ate ate horrible food feel look horrible,sadness
feel insulted see anyone wearing crocs fashionable shoe icon,anger
feel alone feel like people actually listen,sadness
feel like fake eyeglass make look older hell little authoritative,sadness
take easy even feel well kind stasia saying,joy
right make done usually wear foundation feel like look fake picture,sadness
feel like ya allah im scared puff fun man id idea,fear
really know feeling mind blank confused numb,sadness
much lighter feel extremely passionate life yes,love
im drunk example feel lot le shy speaking foreign language havent yet totally mastered,fear
dont know guy relate always like feel welcomed see smiling face im spa treatment,joy
thought depression negative thought ive lately intervene thought help feel depressed,sadness
feel like thing im nervous two kid,fear
feeling still caring concerned,love
havent written awhile feel terrific scribble stuff notebook time time,joy
meet men feel insecure woman,fear
feel sorry use ghd hair straightener damage hair,sadness
would feel boring rejected downright unlikeable,sadness
feel homesick miss snobbish fluffy cat,sadness
say first listen yunhos rap gave wtf feeling listening couple time im determined learn,joy
go range feel like im like russell crowe robin hood merida brave,joy
feel fucking terrific,joy
continue add please feel free explore let know think,joy
went work like normal didnt feel bad way shape form,sadness
im feeling aggravated listening phoenix lost found,anger
